subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard
English	9-10	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.9-10.1.B	"Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed."
English	9-10	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.9-10.1.C	"Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions."
English	9-10	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.9-10.1.D	"Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented."
English	9-10	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.9-10.2	"Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source."
English	9-10	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.9-10.3	"Evaluate a speaker‰Ûªs point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence."
English	9-10	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.9-10.4	"Present information, findings, and supporting evidence clearly, concisely, and logically such that listeners can follow the line of reasoning and the organization, development, substance, and style are appropriate to purpose, audience, and task."
English	9-10	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.9-10.5	"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
English	9-10	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.9-10.6	"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.1	"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.1.A	"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.1.B	"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience‰Ûªs knowledge level and concerns."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.1.C	"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.1.D	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
English	9-10	Writing	W	Text Types and Purposes	W.9-10.1.E	Provide a concluding statement or section that follows from and supports the argument presented.
English	9-10	Writing	W	Range of Writing	W.9-10.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2	"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2.A	"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2.B	"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience‰Ûªs knowledge of the topic."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2.C	"Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2.D	Use precise language and domain-specific vocabulary to manage the complexity of the topic.
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2.E	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
English	9-10	Writing	W	Text Types and Purposes	W.9-10.2.F	"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.3	"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.3.A	"Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.3.B	"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.3.C	Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
English	9-10	Writing	W	Text Types and Purposes	W.9-10.3.D	"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
English	9-10	Writing	W	Text Types and Purposes	W.9-10.3.E	"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
English	9-10	Writing	W	Production and Distribution of Writing	W.9-10.4	"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
English	9-10	Writing	W	Production and Distribution of Writing	W.9-10.5	"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
English	9-10	Writing	W	Production and Distribution of Writing	W.9-10.6	"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology‰Ûªs capacity to link to other information and to display information flexibly and dynamically."
English	9-10	Writing	W	Research to Build and Present Knowledge	W.9-10.7	"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
English	9-10	Writing	W	Research to Build and Present Knowledge	W.9-10.8	"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
English	9-10	Writing	W	Research to Build and Present Knowledge	W.9-10.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."
English	9-10	Writing	W	Research to Build and Present Knowledge	W.9-10.9.A	"Apply grades 9‰ÛÒ10 Reading standards to literature (e.g., ‰ÛÏAnalyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]‰Ûù)."
English	9-10	Writing	W	Research to Build and Present Knowledge	W.9-10.9.B	"Apply grades 9‰ÛÒ10 Reading standards to literary nonfiction (e.g., ‰ÛÏDelineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning‰Ûù)."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.1	Write arguments focused on discipline-specific content.
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.1.A	"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.1.B	"Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience‰Ûªs knowledge level and concerns."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.1.C	"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.1.D	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.1.E	Provide a concluding statement or section that follows from or supports the argument presented.
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Range of Writing	WHST.9-10.10	"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2	"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2.A	"Introduce a topic and organize ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2.B	"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience‰Ûªs knowledge of the topic."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2.C	"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among ideas and concepts."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2.D	Use precise language and domain-specific vocabulary to manage the complexity of the topic and convey a style appropriate to the discipline and context as well as to the expertise of likely readers.
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2.E	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.9-10.2.F	"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Production and Distribution of Writing	WHST.9-10.4	"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Production and Distribution of Writing	WHST.9-10.5	"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Production and Distribution of Writing	WHST.9-10.6	"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology‰Ûªs capacity to link to other information and to display information flexibly and dynamically."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Research to Build and Present Knowledge	WHST.9-10.7	"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Research to Build and Present Knowledge	WHST.9-10.8	"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
English	9-10	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Research to Build and Present Knowledge	WHST.9-10.9	"Draw evidence from informational texts to support analysis, reflection, and research."
English	11-12	Language	L	Conventions of Standard English	L.11-12.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
English	11-12	Language	L	Conventions of Standard English	L.11-12.1.A	"Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested."
English	11-12	Language	L	Conventions of Standard English	L.11-12.1.B	"Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Webster‰Ûªs Dictionary of English Usage, Garner‰Ûªs Modern American Usage) as needed."
English	11-12	Language	L	Conventions of Standard English	L.11-12.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
English	11-12	Language	L	Conventions of Standard English	L.11-12.2.A	Observe hyphenation conventions.
English	11-12	Language	L	Conventions of Standard English	L.11-12.2.B	Spell correctly.
English	11-12	Language	L	Knowledge of Language	L.11-12.3	"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
English	11-12	Language	L	Knowledge of Language	L.11-12.3.A	"Vary syntax for effect, consulting references (e.g., Tufte‰Ûªs Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11‰ÛÒ12 reading and content, choosing flexibly from a range of strategies."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.4.A	"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word‰Ûªs position or function in a sentence) as a clue to the meaning of a word or phrase."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.4.B	"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable)."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.4.C	"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.4.D	"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.5.A	"Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text."
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.5.B	Analyze nuances in the meaning of words with similar denotations.
English	11-12	Language	L	Vocabulary Acquisition and Use	L.11-12.6	"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
English	11-12	Reading: History/Social Studies	RH	Key Ideas and Details	RH.11-12.1	"Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole."
English	11-12	Reading: History/Social Studies	RH	Range of Reading and Level of Text Complexity	RH.11-12.10	"By the end of grade 12, read and comprehend history/social studies texts in the grades 11‰ÛÒCCR text complexity band independently and proficiently."
English	11-12	Reading: History/Social Studies	RH	Key Ideas and Details	RH.11-12.2	Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas.
English	11-12	Reading: History/Social Studies	RH	Key Ideas and Details	RH.11-12.3	"Evaluate various explanations for actions or events and determine which explanation best accords with textual evidence, acknowledging where the text leaves matters uncertain."
English	11-12	Reading: History/Social Studies	RH	Craft and Structure	RH.11-12.4	"Determine the meaning of words and phrases as they are used in a text, including analyzing how an author uses and refines the meaning of a key term over the course of a text (e.g., how Madison defines faction in Federalist No. 10)."
English	11-12	Reading: History/Social Studies	RH	Craft and Structure	RH.11-12.5	"Analyze in detail how a complex primary source is structured, including how key sentences, paragraphs, and larger portions of the text contribute to the whole."
English	11-12	Reading: History/Social Studies	RH	Craft and Structure	RH.11-12.6	"Evaluate authors‰Ûª differing points of view on the same historical event or issue by assessing the authors‰Ûª claims, reasoning, and evidence."
English	11-12	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.11-12.7	"Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, as well as in words) in order to address a question or solve a problem."
English	11-12	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.11-12.8	"Evaluate an author‰Ûªs premises, claims, and evidence by corroborating or challenging them with other information."
English	11-12	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.11-12.9	"Integrate information from diverse sources, both primary and secondary, into a coherent understanding of an idea or event, noting discrepancies among sources."
English	11-12	Reading: Informational Text	RI	Key Ideas and Details	RI.11-12.1	"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain."
English	11-12	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.11-12.10	"By the end of grade 11, read and comprehend literary nonfiction in the grades 11‰ÛÒCCR text complexity band proficiently, with scaffolding as needed at the high end of the range."
English	11-12	Reading: Informational Text	RI	Key Ideas and Details	RI.11-12.2	"Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text."
English	11-12	Reading: Informational Text	RI	Key Ideas and Details	RI.11-12.3	"Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text."
English	11-12	Reading: Informational Text	RI	Craft and Structure	RI.11-12.4	"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10)."
English	11-12	Reading: Informational Text	RI	Craft and Structure	RI.11-12.5	"Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging."
English	11-12	Reading: Informational Text	RI	Craft and Structure	RI.11-12.6	"Determine an author‰Ûªs point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness or beauty of the text."
English	11-12	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.11-12.7	"Integrate and evaluate multiple sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a question or solve a problem."
English	11-12	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.11-12.8	"Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning (e.g., in U.S. Supreme Court majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses)."
English	11-12	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.11-12.9	"Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance (including The Declaration of Independence, the Preamble to the Constitution, the Bill of Rights, and Lincoln‰Ûªs Second Inaugural Address) for their themes, purposes, and rhetorical features."
English	11-12	Reading: Literature	RL	Key Ideas and Details	RL.11-12.1	"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain."
English	11-12	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.11-12.10	"By the end of grade 11, read and comprehend literature, including stories, dramas, and poems, in the grades 11‰ÛÒCCR text complexity band proficiently, with scaffolding as needed at the high end of the range."
English	11-12	Reading: Literature	RL	Key Ideas and Details	RL.11-12.2	"Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text."
English	11-12	Reading: Literature	RL	Key Ideas and Details	RL.11-12.3	"Analyze the impact of the author‰Ûªs choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters are introduced and developed)."
English	11-12	Reading: Literature	RL	Craft and Structure	RL.11-12.4	"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.)"
English	11-12	Reading: Literature	RL	Craft and Structure	RL.11-12.5	"Analyze how an author‰Ûªs choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact."
English	11-12	Reading: Literature	RL	Craft and Structure	RL.11-12.6	"Analyze a case in which grasping a point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement)."
English	11-12	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.11-12.7	"Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)"
English	11-12	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.11-12.9	"Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics."
English	11-12	Reading: Science/Technical Subjects	RST	Key Ideas and Details	RST.11-12.1	"Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account."
English	11-12	Reading: Science/Technical Subjects	RST	Range of Reading and Level of Text Complexity	RST.11-12.10	"By the end of grade 12, read and comprehend science/technical texts in the grades 11‰ÛÒ12 text complexity band independently and proficiently."
English	11-12	Reading: Science/Technical Subjects	RST	Key Ideas and Details	RST.11-12.2	"Determine the central ideas or conclusions of a text; summarize complex concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms."
English	11-12	Reading: Science/Technical Subjects	RST	Key Ideas and Details	RST.11-12.3	"Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks; analyze the specific results based on explanations in the text."
English	11-12	Reading: Science/Technical Subjects	RST	Craft and Structure	RST.11-12.4	"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 11‰ÛÒ12 texts and topics."
English	11-12	Reading: Science/Technical Subjects	RST	Craft and Structure	RST.11-12.5	"Analyze how the text structures information or ideas into categories or hierarchies, demonstrating understanding of the information or ideas."
English	11-12	Reading: Science/Technical Subjects	RST	Craft and Structure	RST.11-12.6	"Analyze the author‰Ûªs purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, identifying important issues that remain unresolved."
English	11-12	Reading: Science/Technical Subjects	RST	Integration of Knowledge and Ideas	RST.11-12.7	"Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem."
English	11-12	Reading: Science/Technical Subjects	RST	Integration of Knowledge and Ideas	RST.11-12.8	"Evaluate the hypotheses, data, analysis, and conclusions in a science or technical text, verifying the data when possible and corroborating or challenging conclusions with other sources of information."
English	11-12	Reading: Science/Technical Subjects	RST	Integration of Knowledge and Ideas	RST.11-12.9	"Synthesize information from a range of sources (e.g., texts, experiments, simulations) into a coherent understanding of a process, phenomenon, or concept, resolving conflicting information when possible."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.1	"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11‰ÛÒ12 topics, texts, and issues, building on others‰Ûª ideas and expressing their own clearly and persuasively."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.1.A	"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.1.B	"Work with peers to promote civil, democratic discussions and decision-making, set clear goals and deadlines, and establish individual roles as needed."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.1.C	"Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.1.D	"Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.2	"Integrate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data."
English	11-12	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.11-12.3	"Evaluate a speaker‰Ûªs point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used."
English	11-12	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.11-12.4	"Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range of formal and informal tasks."
English	11-12	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.11-12.5	"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
English	11-12	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.11-12.6	"Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.1	"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.1.A	"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.1.B	"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience‰Ûªs knowledge level, concerns, values, and possible biases."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.1.C	"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.1.D	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
English	11-12	Writing	W	Text Types and Purposes	W.11-12.1.E	Provide a concluding statement or section that follows from and supports the argument presented.
English	11-12	Writing	W	Range of Writing	W.11-12.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes"
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2	"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2.A	"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2.B	"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience‰Ûªs knowledge of the topic."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2.C	"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2.D	"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2.E	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
English	11-12	Writing	W	Text Types and Purposes	W.11-12.2.F	"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.3	"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.3.A	"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
English	11-12	Writing	W	Text Types and Purposes	W.11-12.3.B	"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
