subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
English	Grade: 7	Language	L	Knowledge of Language	L.7.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."		
English	Grade: 7	Language	L	Knowledge of Language	L.7.3.A	"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.4.A	"Use context (e.g., the overall meaning of a sentence or paragraph; a wordäó»s position or function in a sentence) as a clue to the meaning of a word or phrase."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.4.B	"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.4.C	"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.4.D	"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.5.A	"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.5.B	"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.5.C	"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."		
English	Grade: 7	Language	L	Vocabulary Acquisition and Use	L.7.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.		
English	Grade: 7	Reading: Informational Text	RI	Key Ideas and Details	RI.7.1	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.		
English	Grade: 7	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.7.10	"By the end of the year, read and comprehend literary nonfiction in the grades 6äóñ8 text complexity band proficiently, with scaffolding as needed at the high end of the range."		
English	Grade: 7	Reading: Informational Text	RI	Key Ideas and Details	RI.7.2	Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.		
English	Grade: 7	Reading: Informational Text	RI	Key Ideas and Details	RI.7.3	"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events)."		
English	Grade: 7	Reading: Informational Text	RI	Craft and Structure	RI.7.4	"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone."		
English	Grade: 7	Reading: Informational Text	RI	Craft and Structure	RI.7.5	"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas."		
English	Grade: 7	Reading: Informational Text	RI	Craft and Structure	RI.7.6	Determine an authoräó»s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.		
English	Grade: 7	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.7.7	"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each mediumäó»s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words)."		
English	Grade: 7	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.7.8	"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims."		
English	Grade: 7	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.7.9	Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.		
English	Grade: 7	Reading: Literature	RL	Key Ideas and Details	RL.7.1	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.		
English	Grade: 7	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.7.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6äóñ8 text complexity band proficiently, with scaffolding as needed at the high end of the range."		
English	Grade: 7	Reading: Literature	RL	Key Ideas and Details	RL.7.2	Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.		
English	Grade: 7	Reading: Literature	RL	Key Ideas and Details	RL.7.3	"Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot)."		
English	Grade: 7	Reading: Literature	RL	Craft and Structure	RL.7.4	"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama."		
English	Grade: 7	Reading: Literature	RL	Craft and Structure	RL.7.5	"Analyze how a dramaäó»s or poemäó»s form or structure (e.g., soliloquy, sonnet) contributes to its meaning."		
English	Grade: 7	Reading: Literature	RL	Craft and Structure	RL.7.6	Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.		
English	Grade: 7	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.7.7	"Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film)."		
English	Grade: 7	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.7.9	"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history."		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on othersäó» ideas and expressing their own clearly."		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.1.A	"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.1.B	"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.1.C	Pose questions that elicit elaboration and respond to othersäó» questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.1.D	"Acknowledge new information expressed by others and, when warranted, modify their own views."		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.2	"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."		
English	Grade: 7	Speaking & Listening	SL	Comprehension and Collaboration	SL.7.3	"Delineate a speakeräó»s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."		
English	Grade: 7	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.7.4	"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."		
English	Grade: 7	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.7.5	Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.		
English	Grade: 7	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.7.6	"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.1	Write arguments to support claims with clear reasons and relevant evidence.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.1.A	"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.1.B	"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.1.C	"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.1.D	Establish and maintain a formal style.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.1.E	Provide a concluding statement or section that follows from and supports the argument presented.		
English	Grade: 7	Writing	W	Range of Writing	W.7.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2	"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2.A	"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2.B	"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2.C	Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2.E	Establish and maintain a formal style.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.2.F	Provide a concluding statement or section that follows from and supports the information or explanation presented.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.3	"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.3.A	Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.3.B	"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.3.C	"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.3.D	"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."		
English	Grade: 7	Writing	W	Text Types and Purposes	W.7.3.E	Provide a conclusion that follows from and reflects on the narrated experiences or events.		
English	Grade: 7	Writing	W	Production and Distribution of Writing	W.7.4	"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."		
English	Grade: 7	Writing	W	Production and Distribution of Writing	W.7.5	"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."		
English	Grade: 7	Writing	W	Production and Distribution of Writing	W.7.6	"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."		
English	Grade: 7	Writing	W	Research to Build and Present Knowledge	W.7.7	"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."		
English	Grade: 7	Writing	W	Research to Build and Present Knowledge	W.7.8	"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."		
English	Grade: 7	Writing	W	Research to Build and Present Knowledge	W.7.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."		
English	Grade: 7	Writing	W	Research to Build and Present Knowledge	W.7.9.A	"Apply grade 7 Reading standards to literature (e.g., äóìCompare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter historyäó)."		
English	Grade: 7	Writing	W	Research to Build and Present Knowledge	W.7.9.B	"Apply grade 7 Reading standards to literary nonfiction (e.g. äóìTrace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claimsäó)."		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.1.A	"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.1.B	Form and use verbs in the active and passive voice.		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.1.C	"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood."		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.1.D	Recognize and correct inappropriate shifts in verb voice and mood.		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.2.A	"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.2.B	Use an ellipsis to indicate an omission.		
English	Grade: 8	Language	L	Conventions of Standard English	L.8.2.C	Spell correctly.		
English	Grade: 8	Language	L	Knowledge of Language	L.8.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."		
English	Grade: 8	Language	L	Knowledge of Language	L.8.3.A	"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.4	"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.4.A	"Use context (e.g., the overall meaning of a sentence or paragraph; a wordäó»s position or function in a sentence) as a clue to the meaning of a word or phrase."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.4.B	"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.4.C	"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.4.D	"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.5.A	"Interpret figures of speech (e.g. verbal irony, puns) in context."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.5.B	Use the relationship between particular words to better understand each of the words.		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.5.C	"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."		
English	Grade: 8	Language	L	Vocabulary Acquisition and Use	L.8.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.		
English	Grade: 8	Reading: Informational Text	RI	Key Ideas and Details	RI.8.1	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.		
English	Grade: 8	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.8.10	"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6äóñ8 text complexity band independently and proficiently."		
English	Grade: 8	Reading: Informational Text	RI	Key Ideas and Details	RI.8.2	"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text."		
English	Grade: 8	Reading: Informational Text	RI	Key Ideas and Details	RI.8.3	"Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories)."		
English	Grade: 8	Reading: Informational Text	RI	Craft and Structure	RI.8.4	"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."		
English	Grade: 8	Reading: Informational Text	RI	Craft and Structure	RI.8.5	"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept."		
English	Grade: 8	Reading: Informational Text	RI	Craft and Structure	RI.8.6	Determine an authoräó»s point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.		
English	Grade: 8	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.8.7	"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea."		
English	Grade: 8	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.8.8	"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced."		
English	Grade: 8	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.8.9	Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.		
English	Grade: 8	Reading: Literature	RL	Key Ideas and Details	RL.8.1	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.		
English	Grade: 8	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.8.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6äóñ8 text complexity band independently and proficiently."		
English	Grade: 8	Reading: Literature	RL	Key Ideas and Details	RL.8.2	"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text."		
English	Grade: 8	Reading: Literature	RL	Key Ideas and Details	RL.8.3	"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision."		
English	Grade: 8	Reading: Literature	RL	Craft and Structure	RL.8.4	"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."		
English	Grade: 8	Reading: Literature	RL	Craft and Structure	RL.8.5	Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.		
English	Grade: 8	Reading: Literature	RL	Craft and Structure	RL.8.6	"nalyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor."		
English	Grade: 8	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.8.7	"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors."		
English	Grade: 8	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.8.9	"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on othersäó» ideas and expressing their own clearly."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.1.A	"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.1.B	"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.1.C	"Pose questions that connect the ideas of several speakers and respond to othersäó» questions and comments with relevant evidence, observations, and ideas."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.1.D	"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.2	"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation."		
English	Grade: 8	Speaking & Listening	SL	Comprehension and Collaboration	SL.8.3	"Delineate a speakeräó»s argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced."		
English	Grade: 8	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.8.4	"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation."		
English	Grade: 8	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.8.5	"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest."		
English	Grade: 8	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.8.6	"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.1	Write arguments to support claims with clear reasons and relevant evidence.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.1.A	"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.1.B	"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.1.C	"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.1.D	Establish and maintain a formal style.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.1.E	Provide a concluding statement or section that follows from and supports the argument presented.		
English	Grade: 8	Writing	W	Range of Writing	W.8.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2	"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2.A	"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2.B	"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2.C	Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2.E	Establish and maintain a formal style.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.2.F	Provide a concluding statement or section that follows from and supports the information or explanation presented.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.3	"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.3.A	Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.3.B	"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.3.C	"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.3.D	"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."		
English	Grade: 8	Writing	W	Text Types and Purposes	W.8.3.E	Provide a conclusion that follows from and reflects on the narrated experiences or events.		
English	Grade: 8	Writing	W	Production and Distribution of Writing	W.8.4	"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."		
English	Grade: 8	Writing	W	Production and Distribution of Writing	W.8.5	"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."		
English	Grade: 8	Writing	W	Production and Distribution of Writing	W.8.6	"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others."		
English	Grade: 8	Writing	W	Research to Build and Present Knowledge	W.8.7	"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."		
English	Grade: 8	Writing	W	Research to Build and Present Knowledge	W.8.8	"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."		
English	Grade: 8	Writing	W	Research to Build and Present Knowledge	W.8.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."		
English	Grade: 8	Writing	W	Research to Build and Present Knowledge	W.8.9.A	"Apply grade 8 Reading standards to literature (e.g., äóìAnalyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered newäó)."		
English	Grade: 8	Writing	W	Research to Build and Present Knowledge	W.8.9.B	"Apply grade 8 Reading standards to literary nonfiction (e.g., äóìDelineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introducedäó)."		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.1.A	Use parallel structure.		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.1.B	"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations."		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.2.A	Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.2.B	Use a colon to introduce a list or quotation.		
English	Grade: 9 - 10	Language	L	Conventions of Standard English	L.9-10.2.C	Spell correctly.		
English	Grade: 9 - 10	Language	L	Knowledge of Language	L.9-10.3	"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."		
English	Grade: 9 - 10	Language	L	Knowledge of Language	L.9-10.3.A	"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabianäó»s Manual for Writers) appropriate for the discipline and writing type."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9äóñ10 reading and content, choosing flexibly from a range of strategies."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.4.A	"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a wordäó»s position or function in a sentence) as a clue to the meaning of a word or phrase."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.4.B	"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.4.C	"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.4.D	"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."		
